title,author,genre,description
Phonics Pathways: Clear Steps to Easy Reading and Perfect Spelling,['Dolores G. Hiskes'],['Education'],"Teaches students of all ages the basics of phonics with a time-tested, foolproof method This tenth edition of the best-selling book teaches reading using sounds and spelling patterns. These sounds..."
Eleanor Powell: A Bio-Bibliography (Bio-Bibliographies in the Performing Arts),['Margie Schultz'],['Language Arts & Disciplines'],"Eleanor Powell began her notable career at age 12, by dancing in a supper show at an Atlantic City hotel. As a teenager, she moved to vaudeville and Broadway, where..."
Katie's Kitchen,['Dee Williams'],['Fiction'],"As the Great War looms, can a young woman hope to build a new life? Dee Williams writes an engrossing saga in Katie's Kitchen - the story of a young..."
The Unchosen,['Nan Gilbert'],['Dating (Social customs)'],"Kay, Debbie, and Ellen are best friends and share the same experiences of being the ""have-nots"" and ""undesirables."""
Won't Somebody Play With Me?,['Steven Kellogg'],General,A young girl imagines terrible punishments for her three best friends who won't play with her on her birthday.
Becoming an Architect: a Guide To Careers in Design (Guide To Careers in Design),['Lee W. Waldrep'],['Architecture'],"“Becoming an Architect will inspire future architects, career consultants, and human resources professionals alike, providing all the information you’ll need to make intelligent decisions about careers in architecture.” —From the..."
Killing Rage,['bell hooks'],['Biography & Autobiography'],"Twenty-three essays ponder such topics as psychological trauma among African Americans, black anti-Semitism, and friendships between black women and white women. Reprint. 25,000 first printing. $20,000 ad/promo."
Cocaine Quagmire,['Sewall H. Menzel'],['Medical'],"Written from the perspective of a former active participant in the U.S. anti-drug policy formulation and implementation efforts, Cocaine Quagmire is an in-depth analysis of why the U.S. drug war..."
Amiri Baraka: The Politics and Art of a Black Intellectual,['Jerry Watts'],['Literary Criticism'],"Explores the political and intellectual career of the poet and activist Amiri Baraka, formerly known as LeRoi Jones."
W.I.T.C.H.: Friends,Unknown,['Friendship'],The W.I.T.C.H. girls give advice on making and keeping friends.
"Modern Aircraft Design, Vol 1","['F. Marc de Piolenc', 'George E. Wright, Jr.']",General,"Presents a simplified method of designing ducted fans for light aircraft propulsion. Includes a survey of ducted-fan-powered aircraft, ranging from amateur-built airplanes to military models and prototypes. Detailed discussion of..."
How to Eat Like a Tree: Unearthing the Moderate Eater in You,['Dara Boland'],['Health & Fitness'],"Imagine eating like you meant it, each bite at a time. Imagine cravings were good things. Imagine living at a weight perfect for your body type. Imagine eating as Mother..."
Selling from the Inside Out : An Inspirational Story for Salespeople,"['George Kengott', 'Joseph Downey', 'Lianne Downey']",General,A fictional self-help sales book that is a cross between The Celestine Prophecy and the One Minute Manager
A Field Guide to Wireless LANs for Administrators and Power Users,['Thomas Maufer'],['Computers'],Finally--an 802.11 deployment guide for business and home use that demystifies the alphabet soup of IEEE standards and explains the features and benefits of each with regards to speeds and...
Fury: Inside the Life of Theoren Fleury,['Andrew H. Malcolm'],['Biography & Autobiography'],"On one level, this is the personal story of Theoren Fleury, the diminutive captain of the NHL’s Calgary Flames. On another level, this book examines how a pro athlete comes..."
Kilio Cha Haki (LLT) (Swahili Edition),['Dirk Bracke'],General,"Washington, een tienjarige Braziliaanse zwerver, heeft de grootste moeite om op straat in leven te blijven."
One Night: Realities of Rape,['Cathy Winkler'],['Social Science'],"One night, anthropologist Cathy Winkler awoke from a deep sleep to discover a rapist standing by her bed. For the rest of that night, she lived a woman's worst nightmare..."
Captain from Castile,"['Samuel Shellabarger', 'Jonathan Yardley']",['Fiction'],"A new edition of the mid-20th century popular classic of a Spanish nobleman who accompanies Cortez to conquer Mexico. ""Torrid, nonstop adventure. . . . First-rate, "" ""Time Magazine."""
Shinto Norito: A Book of Prayers,['Ann Llewellyn Evans'],['Religion'],"This book presents, for the first time, a collection of ancient Japanese Shinto prayers in a format where English speaking readers can both understand the deep meaning of the translated..."
My Secret Protector,"['Grace Rawson', 'Nia Shaw']",['Fiction'],There are 4 steamy romance stories with no cliffhanger in this box set. His to Love & Protect - Bodyguard Romance Losing Control: He turns her world upside down in...
"What's Theology Got to Do With It?: Convictions, Vitality, and the Church",['Anthony B. Robinson'],['Religion'],"For congregations seeking renewed purpose and vitality this book gets to the heart of the matter. One of the leading voices on congregational life and leadership, Anthony Robinson makes the..."
Poems Retrieved,"[""Frank O'Hara""]",['Poetry'],"A reissue of this classic, essential companion to Frank O'Hara's Collected Poems, with a new introduction by Bill Berkson."
"Ball, bat and bishop: The origin of ball games;",['Robert William Henderson'],['Sports & Recreation'],"""Step aside, Abner Doubleday! In this impeccably researched history, Robert W. Henderson uncovers the true origins not only of baseball but of a score of related sports involving hitting, catching,..."
"More Dumb, Dumber, Dumbest","['John J. Kohut', 'Roland Sweet']",['Humor'],"Gathers hundreds of true stories categorized under such headings as ""dumb happens"" and ""lifestyles of the dumb and dumber"""
Eyes of Love,['Shawn Bolz'],['Religion'],"“But now faith, hope, love, abide these three; but the greatest of these is love.” –1 Corinthians 13:13 Seeing the world through a lens of love is not easy, but..."
Flash Mx 3d Graphics Bible,['Matthew David'],['Computers'],"* Macromedia Flash MX is the world's hottest Web development tool, with more than 500 million users and one million designer/developers * Covers essential information for Flash developers who are..."
Professional Development of Exercise Physiology (Studies in Health and Human Services),['Tommy Boone'],['Medical'],"Boone (exercise physiology, College of Saint Scholastica) offers a systematic look at the occupational issues of exercise physiologists, and offers recommendations for further professionalizing the field. He considers exercise physiology's..."
Creative Beading: Over 60 Original Jewellery Projects and Variations,['Juju Vail'],['Beadwork'],Beading is an absorbing hobby. You need very little equipment and the materials are a joy to collect and will provide much of the inspiration for your pieces. It is...
They Go to Sea: The Story of an American Merchant Ship and the Battle of the Atlantic in Wwii,['Arturiavid'],['Fiction'],A novel that brings to life the courage of our American merchant seamen and Naval Armed Guard gun crews on convoy duty to England.
"Your Adolescent: Emotional, Behavioral, and Cognitive Development From Early Adolescence Through the Teen Years","['David Pruitt, M.D.', 'AACAP']",['Family & Relationships'],"Parents, teachers, and mental health workers will find the answersto these- and many other-questions in this forthright yet compassionate guide to helping your adolescent through the tumultuous teen years. From..."
The Five Senses (It's Science!),['Sally Hewitt'],['Juvenile Nonfiction'],"From smelling food when we eat to seeing colors when we dress, we use our five sense to respond to the world around us. And understanding our senses is something..."
Casino Moscow: A Tale of Greed and Adventure on Capitalism's Wildest Frontier,['Matthew Brzezinski'],['Business & Economics'],"After awakening from its long communist slumber, Russia in the 1990s was a place where everything and everyone was for sale, and fortunes could be made and lost overnight. Into..."
Starling of the White House: A Secret Service Man Who Guarded Presidents Wilson Through Roosevelt,['Edmund William Starling'],['Presidents'],The story of the man whose Secret service detail guarded five presidents from Woodrow Wilson to Franklin D. Roosevelt.
17 Laws of Successful Investing: Ignore Them at Your Own Risk,['Richard Rodman'],['Individual retirement accounts'],"A companion text to Rodman's popular seminar, ""How to create and manage wealth""."
"Art and Empire: The Politics of Ethnicity in the U.S. Capitol, 1815-1860",['Vivien Green Fryd'],['Art'],"The subject matter and iconography of much of the art in the U.S. Capitol forms a remarkably coherent program of the early course of North American empire, from discovery and..."
The Colonial Experience 1607-1774 [Basic History of the United States Volume 1],['Clarence Buford Carson'],['United States'],"Bk. 4 has imprint: Greenville, Ala. (P.O. Box 308, Greenville 36037) : American Textbook Committee.Bk. 5-6 have imprint: Wadley, Ala. : American Textbook Committee. Includes bibliographies and indexes. bk. 1...."
Lady Lucy's Lover,['M. C. Beaton'],['Fiction'],Heaven comes to a marriage made in hell in this Regency romance from the New York Times–bestselling author of the Hamish Macbeth mysteries. Poor Lucy was living a dream—a bad...
Fergus,['Mike Boldt'],['Juvenile Fiction'],"Play the funniest game of hide and seek ever with Fergus, a bear who's very, very bad at hiding. The hilarious illustrator of I Don't Want to Be a Frog..."
"The sleep of reason (His Strangers and brothers, 10)",['C.P. Snow'],['Fiction'],The penultimate novel in the Strangers and Brothers series takes Goya’s theme of monsters that appear in our sleep. The sleep of reason here is embodied in the ghastly murders...
Latin Made Simple: A complete introductory course in Classical Latin (Made Simple (Broadway Books)),['Doug Julius'],['Foreign Language Study'],Latin Made Simple makes it easy to increase your understanding of the language and the many ways it has enriched our culture. The perfect primer for anyone who wants to...
Doc Talk: A fairly Serious survey of all that Theological Stuff,['Larry Dixon'],['Religion'],People ask the strangest things in Christian books - a pocket sized large print Bible or maybe a profound leader's guide for instant Bible studies! A few moments thought would...
"EARTH, MY FRIEND.",['Patricia MacLachlan'],['Juvenile Fiction'],"Celebrate Earth Day with this valentine to our wonderful planet from the Newbery Award–winning author of Sarah, Plain and Tall. Our friend Earth does so many wonderful things! She tends..."
"INTRODUCTION TO LOGIC, AND TO THE METHODOLOGY OF DEDUCTIVE SCIENCES",['Alfred Tarski'],['Mathematics'],This classic undergraduate treatment examines the deductive method in its first part and explores applications of logic and methodology in constructing mathematical theories in its second part. Exercises appear throughout.
"Self-Exposure: Human-Interest Journalism and the Emergence of Celebrity in America, 1890-1940",['Charles L. Ponce de Leon'],['Language Arts & Disciplines'],"Few features of contemporary American culture are as widely lamented as the public's obsession with celebrity--and the trivializing effect this obsession has on what appears as news. Nevertheless, America's ""culture..."
Why We Hate,['Rush W. Dozier'],['Psychology'],"""In the post-9/11 struggle for a sane global vision, this antihatred manifesto could not be more timely.""--O: The Oprah Magazine In this acclaimed volume, Pulitzer-Prize nominated science writer Rush W...."
Coming From The Light,['Sarah Hinze'],"['Body, Mind & Spirit']",A collection of personal accounts of people who have had life-before-birth experiences includes the tales of a kidnapped child who was assisted by her unborn sister and a woman who...
Plays,['Euripides'],['Fiction'],"Presents fresh translations of ten immortal plays in verse by the ancient Greek dramatist, including ""Electra,"" ""Medea,"" and ""The Trojan Women,"" accompanied by scene headings, stage directions, introductions, and a..."
"A Gospel of Shame: Children, Sexual Abuse, and the Catholic Church","['Frank Bruni', 'Elinor Burkett']",['Religion'],The relentless crescendo of revelations of sexual abuse in the nation's Catholic churches has rocked the nation. Just how widespread is child sexual abuse by the Catholic clergy? And why...
The Race for the Triple Crown,['Joe Drape'],['Sports & Recreation'],"“In crisp, elegant prose, Drape captures his subjects and their sport as they wind through a wildly eventful season of racing.” —Laura Hillenbrand, #1 New York Times–bestselling author of Seabiscuit..."
Flush,['Carl Hiaasen'],['Juvenile Fiction'],"With their father jailed for sinking a river boat, Noah Underwood and his younger sister, Abbey, must gather evidence that the owner of this floating casino is emptying his bilge..."
How to be a jerk in Bristol Bay: An (ab) user's guide,['Eric Schlosser'],['Business & Economics'],"Explores the homogenization of American culture and the impact of the fast food industry on modern-day health, economy, politics, popular culture, entertainment, and food production."
When Men Grieve: Why Men Grieve Differently and How You Can Help,['Elizabeth Levang'],['Family & Relationships'],"Shares the stories of men who have had to deal with grief and loss, and discusses the feelings of denial, anger, bitterness, and despair that can appear"
Wide-Open Town: A History of Queer San Francisco to 1965,['Nan Alamilla Boyd'],['History'],"A professor of womenÆs studies explores gay San Francisco in the 1960s, tracing the bar scene, gay activism, and official oppression carried out by the police and other government bodies...."
Charles Bukowski: Laughing with the Gods,"['Charles Bukowski', 'Fernanda Pivano']",['Biography & Autobiography'],"Cultural Writing. Interviews. Noted Italian critic, translator, and author Fernanda Pivano, came to the United States in 1980 to interview one of the world's singular writers, Charles Bukowski. The complete..."
Distressed Debt Trading: Understanding International and Domestic Secondary Markets,['Karol K. Denniston'],['Bankruptcy'],This is the first book to analyze and discuss international distressed debt and the developing standards of practice and documentation which accompany the different trading platforms worldwide. The insolvency issue...
Friends Like These (The Circle of Friends Series),['Maeve Binchy'],['Fiction'],"“[An] irresistible invitation to share the lives of people who believe in enduring values.”—Detroit Free Press It began with Benny Hogan and Eve Malone, growing up, inseparable, in the village..."
"Options as a Strategic Investment, Third Edition",['Lawrence G. McMillan'],['Business & Economics'],"A best-selling guide giving serious investors hundreds of market-tested strategies, to maximise the earnings potential of their portfolio while reducing risk."
Sailing Alone Around the World: A Travel Classic: The First Solo Voyage Around the World (Great Voyagers),['Robert Burgin'],['Language Arts & Disciplines'],Successfully navigate the rich world of travel narratives and identify fiction and nonfiction read-alikes with this detailed and expertly constructed guide.
The Hole,['Hiroko Oyamada'],['Fiction'],"Asa's husband is transferring jobs, and his new office is located near his family's home in the countryside. During an exceptionally hot summer, the young married couple move in, and..."
Caring For Elderly Parents,['Virginia Morris'],['Family & Relationships'],"“The bible of eldercare”—ABC World News. “An indispensable book”—AARP. “A compassionate guide of encyclopedic proportion”—The Washington Post. And, winner of a Books for a Better Life Award. How to Care..."
"The Maverick and His Machine: Thomas Watson, Sr. and the Making of IBM",['Kevin Maney'],['Business & Economics'],"The first complete look at one of America's legendary business leaders This groundbreaking biography by Kevin Maney, acclaimed technology columnist for USA Today, offers fresh insight and new information on..."
Platform monologues,['T.G. Tucker'],['Fiction'],Reproduction of the original: Platform Monologues by T.G. Tucker
A Dictionary of Grammatical Terms in Linguistics,['R.L. Trask'],['Language Arts & Disciplines'],"This dictionary of grammatical terms covers both current and traditional terminology in syntax and morphology. It includes descriptive terms, the major theoretical concepts of the most influential grammatical frameworks, and..."
Esoteric astrology (A treatise on the seven rays),['Alice A. Bailey'],"['Body, Mind & Spirit']",The science of esoteric astrology is said to be the basic occult science for the future. It will come into its own as the esoteric or soul factors begin to...
Caterpillar Rescue,['Lucas Chen'],General,"True Story of a boy that finds an injured caterpillar in front of a school bus and decides to bring it home. Nursing it back to health, he hopes to..."
How to build a vacation or retirement house (Easi-bild simplified directions),['Donald R. Brann'],['Building'],Non-technical directions for building a home at the lowest possible cost.
Ganbatte Means Go for It! Or. . . how to Become an English Teacher in Japan,['Celeste Heiter'],['Business & Economics'],"A step by step guide to researching the market, getting a job, moving to Japan and succeeding as an English teacher abroad. Includes the popular ODo You Have What It..."
BUILDING A SOLAR HEATED PIT GREENHOUSE,['Greg Stone'],['House & Home'],"A solar-heated pit greenhouse combines the energy-conserving features of the traditional pit greenhouse with newer techniques and materials used in standard heated greenhouses. The result is a simple, inexpensive structure..."
Legacy of Love: A Plan for Parenting on Purpose,['June Hunt'],['Religion'],"Kids are a lot like kites - struggling to become airborne, yet needing the stability of the string. A kite is not designed to be possessively protected inside the home...."
"South Dakota (America the Beautiful, Second)",['Donna Walsh Shepherd'],['Juvenile Nonfiction'],"Describes the geography, plants, animals, history, economy, religions, culture, sports, arts, and people of South Dakota."
Designer Evolution: a Transhumanist Manifesto,['Simon Young'],['Science'],"... A rare and uplifting vision of the biological future we can and should create for ourselves.-Dr. Gregory Fahy, Chief Scientific Officer, Vice President of 21st Century MedicineThe debate about..."
Why Say No When My Hormones Say Go,['Emily Parke Chase'],['Religion'],"Why Say No When My Hormones Say Go blends humor and blunt honesty in a fast-moving account of how sex outside marriage affects not only you but also your parents,..."
The Death of Elvis,"['Charles C. Thompson', 'James P. Cole']",['Music'],"This well-researched probe into Elvis Presley's death includes interviews with Colonel Tom Parker, conclusive autopsy documents, and a thorough account of the autopsy and why its findings are so hotly..."
Ayudese Con La Magia Blanca (Spanish Edition),"['Christina Lamb', 'Malala Yousafzai']",['Biography & Autobiography'],"Het ontroerende en inspirerende verhaal van Malala ‘Ik kom uit een land dat om middernacht is gesticht. Toen ik de dood in de ogen keek, was het middaguur net aangebroken.’..."
"England under the Stuarts (Oman, Sir Charles William Chadwick, ed. A history of England)",['Sir Charles William Chadwick Oman KBE'],['History'],“These fascinating and valuable studies supplement Sir Charles Oman’s major works about the Napoleonic Wars —Wellington’s Army and the majestic seven-volume History of the Peninsular War. The subjects of study...
TLA Video & DVD Guide 2004: The Discerning Film Lover's Guide,['David Bleiler'],['Performing Arts'],"The TLA Video and DVD Guide 2005 is the absolutely indispensable guide to worthwhile cinema. It includes over 10,000 entries on the best of film and video that a real..."
Practice Management for the Dental Team,"['Betty Ladley Finkbeiner', 'Charles Allan Finkbeiner']",['Medical'],"Learn the business skills you need to run a dental office! Practice Management for the Dental Team, 8th Edition, is comprehensive one-stop resource for dental practice management and the only..."
Patriots' Gold.,['Virginia Frances Voight'],['Apprentices'],"How could a fourteen-year-old orphan, apprenticed to a master printer and too young to join the army, aid his country during its battle for independence from England? Sam found a..."
Emerging Free,"['Sowe, Sulayman K.', 'Stamelos, Ioannis G.', 'Samoladas, Ioannis']",['Computers'],"""This book is a collection of empirical research regarding the status of F/OSS projects, presenting a framework and state-of-the-art references on F/OSS projects, reporting on case studies covering a wide..."
Glumdalclitch,['Leo Sonderegger'],['Fiction'],"In Brobdingnag, the kingdom of giants described in Jonathan Swift’s Gulliver’s Travels, Gulliver is cared for by a farm girl whom he calls his Glumdalclitch – “little nurse” in Brobdingnagian...."
Turkish Odyssey: A Cultural Guide to Turkey (4th Printing),['Serif Yenen'],['Travel'],"An accessible, carry-along handbook to Turkish history and culture, both ancient and modern, written by a Turkish tour guide and teacher. Abundant color photographs. Contact the publisher via email at..."
Aids to goatkeeping,['European Court of Auditors'],['Agricultural subsidies'],"The 2003 cap reform removed the link between the payment of a subsidy and the requirement for a specific production in agriculture and introduced a new EU ""decoupled"" direct aid..."
Dating Clues for the Clueless: God's Word in Your World,"['Dan Jessup', 'Helen Musick', 'Crystal Kirgiss']",['Religion'],"Targeted for high school freshmen and sophomores, Guys presents 10 lessons dealing with what it means to be a young man in Christ. In a non-prescriptive way, this curriculum will..."
Hopkins' healthy home cooking,"['Lawrence J. Cheskin', 'Kimberly A. Gudzune']",['Health & Fitness'],Weight Loss for Life is the guide to the science and art of achieving and maintaining a healthful weight.
Bad: An autobiography,['James Edward Carr'],['Social Science'],THE prison autobiography from the man who never stopped fighting.
Dr Jekyll and Mr Hyde and Weir of Hermiston (Oxford World's Classics),['Robert Louis Stevenson'],['Juvenile Fiction'],"This volume includes Stevenson's famous spine-chilling thriller Dr. Jekyll and Mr. Hyde as well as Weir of Hermiston, an unfinished novel, whom many consider to be Stevenson's masterpiece. It was..."
The book of strangers,['Ian Neil Dallas'],['Fiction'],"Sometime in the future the head librarian at a great center of learning suddenly disappears, leaving behind a journal that describes his weariness with a world ""where people teach but..."
The Big Book of Self-Reliant Living: Advice and Information on Just About Everything You Need to Know to Live on Planet Earth,['Walter Szykitka'],['Self-Help'],"A giant compendium of advice on how to live off the grid and by one's own means covers a dizzying array of topics, from how to build a greenhouse and..."
Randomness,['Nassim Nicholas Taleb'],['Business & Economics'],"Fooled by Randomness is a standalone book in Nassim Nicholas Taleb’s landmark Incerto series, an investigation of opacity, luck, uncertainty, probability, human error, risk, and decision-making in a world we..."
WATERSHIP DOWN - AVON #19810,['Richard Adams'],['Fiction'],An allegorical tale of survival in which a band of wild rabbits leave their ancestral home to build a more humane society
Journal Of A Trapper,['Osborne Russell'],General,"Journal of a Trapper is one of the most important first hand accounts of the mountain man era. In it, Russell provides a detailed narrative describing the day-to-day life of..."
College Prowler: Harvard University (Collegeprowler Guidebooks),['Dominic Hood'],['Education'],"No university affiliations. No half-truths. No out-of-touch authors who haven't been in school for decades. A class project turned company, College Prowler produces guidebooks that are written by actual college..."
Cupid and Psyche: An Adaptation from The Golden Ass of Apuleius (Latin Edition),"['M. G. Balme', 'J. H. W. Morwood']",['Juvenile Nonfiction'],An adaptation of the story in The Golden Ass of Apuleius by M.G. Balme and J.H.W. Morwood.
Liberty: A Jake Grafton Novel,['Stephen Coonts'],['Fiction'],Semi-retired Rear Admiral Jake Grafton finds himself in a race to avert disaster when a Russian spy informs him that a rogue general has sold four nuclear warheads to a...
Thaksin: The Business Of Politics In Thailand,"['Pasuk Phongpaichit', 'Christopher John Baker']",['Business and politics'],Thaksin Shinawatra has often been compared to Italy's Silvio Berlusconi. Both are fabulously wealthy media magnates who have entered politics. And both have a possessive passion for football. Berlusconi owns...
Embedding Perl in HTML with Mason,"['Dave Rolsky', 'Ken Williams']",['Computers'],"Explains the features of Mason, a Perl-based template for building Web sites, and discusses how to use Mason's components to streamline web site design and simplify maintenance."
Christ and Time: The Primitive Christian Conception of Time and History,['Oscar Cullmann'],['Church history'],"""The object of this book is to determine what is central in the Christian proclamation...It is due to the richness of the Christian message that the question as to the..."
Shaw on theatre,['Bernard Shaw'],['Performing Arts'],"When an interviewer asked Bernard Shaw whether, ""speaking personally"", he would prefer to see the English and Americans ""become drama and variety fans as of old, rather than movie fans"",..."
NONLINEAR PROGRAMMING,['Dimitri Bertsekas'],['Mathematics'],"This book provides a comprehensive and accessible presentation of algorithms for solving continuous optimization problems. It relies on rigorous mathematical analysis, but also aims at an intuitive exposition that makes..."
The Big Blueberry Barf-Off! (Rotten School #1),['R.L. Stine'],['Juvenile Fiction'],"Master of horror R.L. Stine returns to his comedy roots in this laugh-out-loud, rotten-to-the-core, wildly popular chapter book series about the crazy antics at Rotten School! Bernie Bridges, the most..."
Computational Ordinary Differential Equations (Institute of Mathematics and Its Applications Conference Series New Series),"['Jonathan R. Cash', 'Institute of Mathematics and Its Applications']",['Differential equations'],This collection of refereed papers from an international conference provides a comprehensive coverage of recent research on the numerical solution of ordinary differential equations. There are sections on initial value...
"The American railroad network, 1861-1890 (Studies in economic history)","['George Rogers Taylor', 'Irene D. Neu', 'Irene D.. Neu']",['Transportation'],This book discusses ... the physical integration of the railroad network in the latter half of the nineteenth century.
Sylvia Plath: The Wound and the Cure of Words,['Steven Gould Axelrod'],['Women and literature'],"""A biography of the imagination, this book meditates on Sylvia Plath's struggle for voice. It combines the rhetoric of psychoanalysis with the rhetoric of literary criticism, assuming with Freud that..."
98 Degrees Backstage Pass,['Nina Zier'],['Juvenile Nonfiction'],A full-color 50-photo scrapbook of the cutest boy quartet that has ever ruledthe airwaves.
Code of Honor,['Alan Gratz'],['Juvenile Fiction'],"A timely, nonstop action-adventure about the War on Terror -- and a family torn apart. Kamran Smith has it all. He's the star of the football team, dates the most..."
A Great Day in Cooperstown: The Miraculous and Unlikely Beginning of the Baseball Hall of Fame,['Jim Reisler'],['Sports & Recreation'],"A history of baseball's first century, told through the story of the National Baseball Hall of Fame and set against a backdrop of the museum's inaugural ceremony in 1939, explains..."
Changing Places: Rebuilding Community in the Age of Sprawl,"['Richard Moe', 'Carter Wilkie']",['Social Science'],"America's preservation movement has long fought the destructive force of so- called urban renewal, where highways and shopping malls rise up on the rubble of former thriving downtowns. Now communities..."
Data Modeling for Everyone,['Ted Hills'],['Computers'],"How do we design for data when traditional design techniques cannot extend to new database technologies? In this era of big data and the Internet of Things, it is essential..."
Who Wants To Be A Millionaire 2002 Day-To-Day Calendar,['Laura Dawn Lewis'],['Business & Economics'],"3,800+ Holidays, Promotions, Events for 2014 in the United States, United Kingdom, Canadian, Australian and Chinese Markets. The 2014 LEEP features over 3,800 dates in over 53 categories arranged alphabetically..."
New First Three Years of Life: Completely Revised and Updated,['Burton L. White'],['Family & Relationships'],"The most important guide to the early childhood development of infants and toddlers ever written, from expert Burton L. White. First published in 1975, The First Three Years of Life..."
The Bounty of Allah: Daily Reflections from the Qur'an and Islamic Tradition,['Aneela Khalid Arshed'],['Religion'],A perfect devotional gift for Muslims and a great window into Islamic spiritual life for people of all faiths.
The Trial of Don Pedro Leon Lujan,['Sondra Jones'],['History'],"""In 1851, Pedro Leon Lujan of New Mexico was arrested, tried, and convicted in the Utah Territory for Indian slave trading. For nearly 150 years, errors committed by early historians..."
"Behind The Mask: How The World Survived Sars, The First Epidemic Of The 21st Century","['Tim Brookes', 'Omar A. Khan']",['Medical'],Follows the SARS trail from rural China as it spread to various places in the world and explores the work of the many infectious disease specialists from health organizations around...
The Courage to Create,['Rollo May'],['Psychology'],"""Extraordinary, wise, and hopeful... nearly poetic meditations.""—Boston Globe What if imagination and art are not, as many of us might think, the frosting on life but the fountainhead of human..."
Candles to the Sun,['Tennessee Williams'],['Drama'],This early play about coal miners struggling to improve their lives helped establish a young Tennessee Williams as a powerful new voice in American theater.
Blue Lightning,['Ann Cleeves'],['Fiction'],"Inspector Jimmy Perez takes his fiancé home to Fair Isle, the tiny island he comes from, to meet his parents. The island is a magnet for bird watchers, who congregate..."
Civil War Ghosts and Legends,['Nancy Roberts'],['History'],Few events have sparked more legends and stories of the supernatural than America's Civil War. The accounts of gallantry and heroism have spread far and wide. Nancy Roberts grew up...
Guide to Catskill Trails (The Forest Preserve Series : Vol 8),"['Stella Green', 'H. Neil Zimmerman']",['Travel'],"Completely revised and updated throughout, with 10 new hikes. This bestselling hiking guide reveals 50 hikes and walks from the East Hudson Highlands to Rockland County and Harriman Park, to..."
La Otra historia de los Estados Unidos (Spanish Edition),['Howard Zinn'],['History'],This is a new edition of the radical social history of America from Columbus to the present. This powerful and controversial study turns orthodox American history upside down to portray...
"Biology, Husbandry, and Medicine of the Green Iguana",['Elliott R. Jacobson'],['Nature'],"This multi-authored book spans a range of topics relevant to those individuals interested in keeping, breeding and understanding health problems of the green iguana, Iguana iguana. It offers a synthesis..."
"Michelangelo's Florence ""Pieta""","['Jack Wasserman', 'Franca Trinchieri Camiz', 'Timothy Verdon', 'Peter Rockwell', 'Aurelio Amendola']",['Art'],CD-ROM contains: Digital images -- Technical and scientific content to supplement text.
Essential Guide: Snowboarding,['Dominic Kelsey'],General,Snowboarding Is For Everyone aims to educate and demonstrate how accessible and enjoyable snowboarding really is to all. Uncover essential tips and practical guidance on: Choosing the correct snowboarding gear...
Sew and Go: Easy Convertible Projects for the Active Life-Style (Creative Machine Arts),['Jasmine Hubble'],['Crafts & Hobbies'],"Provides instructions for creating such items as a picnic blanket car kit, travel hats, stroller and car seat bags, backpacks, insulated bottle carriers, rain poncho, beach towel tote, and travel..."
"Corum: The Prince With the Silver Hand (Eternal Champion Series, Vol. 12)",['Michael Moorcock'],['Fiction'],"This first of two trilogies concerning Corum, the Prince in the Scarlet Robe, is the seventh volume in the Eternal Champion series. Like all the other books in this series,..."
Weekend Warriors (Revenge of the Sisterhood (Hardcover)) (Bk.1),['Fern Michaels'],['Fiction'],The first three novels that launched the #1 New York Times bestselling Sisterhood series! The Sisterhood: a group of women from all walks of life bound by friendship and years...
"The immortal dinner: A famous evening of genius & laughter in literary London, 1817",['Penelope Hughes-Hallett'],['History'],"In 1817 the eccentric history painter B.R. Haydon gave a famous dinner party. The occasion was significant as an encounter between the first and second generations of the Romantic poets,..."
FIRE & BRONZE:A NOVEL OF CARTH,"[""John O'Leary""]",['Psychology'],"In the bestselling tradition of Brene Brown’s Daring Greatly and Nick Vujicic’s Life Without Limits comes a rousing 7-step plan for living a life on fire, filled with hope and..."
The Honest Thief: Uncommon Sense to Succeed in Business and Life,['P. H. J. Plass'],['Business & Economics'],This book explains how to reach your goals by stealing (honestly). The honest thief knows how to reach goals by means of honestly stealing ideas and techniques from others. It...
Heart of Darkness,['Joseph Conrad'],['Fiction'],"Dark allegory describes the narrator's journey up the Congo River and his meeting with, and fascination by, Mr. Kurtz, a mysterious personage who dominates the unruly inhabitants of the region...."
Flexible Flyer and Other Great Sleds for Collectors,['Joan Palicia'],['Antiques & Collectibles'],"Happy hours spent on your snow sleds are recalled with this compendium of Flexible Flyers and many other brands. This is the first comprehensive guide to identifying, dating, and pricing..."
"Woodcarving: Tools, Material & Equipment, Volume 1",['Chris Pye'],['Crafts & Hobbies'],"Get the right results with classic chisels, gouges and power tools. Photo-enhanced coverage clarifies how tools function, how to make, fit, and remove handles, and how to correct carving-tool faults...."
Walking on air,['Adeline Catherine Anderson'],['Fiction'],"After he is killed, angels give itinerant gunslinger Gabriel Valance a second chance at life if he can save lost soul Nancy Hoffman, whose abusive childhood has left her mistrustful..."
"The cooking of provincial France, (Foods of the world)","['Mary Frances Kennedy Fisher', 'Geraldine Schremp']","['Cooking, French']",Discusses the cuisine of the provinces of France and provides many traditional recipes from these regions.
The Everyday Writer,['Andrea A. Lunsford'],['Language Arts & Disciplines'],"Andrea Lunsford’s research shows that students are writing more than ever — in classrooms, workplaces, and social spaces, in local communities and around the world. The Everyday Writer, Fifth Edition,..."
Latchkey Dog,['Jodi Andersen'],['Pets'],A professional pet trainer shows readers how to spend quality time with their canine companions despite the demands of a hectic modern life and offers practical advice on how to...
